date,news,target
08/07/2025:08/07/2025," ET특징주  코오롱모빌리티그룹, 코오롱 완전 자회사로  주가 19%  ...  코오롱이 코오롱모빌리티그룹을 완전 자회사로 바꾸기로 결의했다고 밝혀 코오롱모빌리티그룹 주가가 강세다. 8일 오후 2시 8분 기준 코오롱모빌리티그룹 450140 ...",1
7/14/2024:7/15/2024,"허윤홍 GS건설 대표 취임 10달 만에 비전 내놔, 포트폴리오 조정 더 속도 낸다  비즈니스포스트  허윤홍 GS건설 대표이사 사장이 취임 열 달 만에 GS건설을 이끌어 나갈 방향을 제시했다.허 사장은 신사업 분야에  오랫동안 몸담았는데 새로 수립한...",1
0/28/2025:10/28/2025,"심상종 이사, M83 주식매수청구권 행사로 주식 1만5000주 보유 심상종 이사는 2025년 10월 28일 주식매수청구권을 행사해 M83의 주식 1만5000주를 보유하게 됐다. 이번 주식 취득으로 지분율은 0.19%로 증가했다.",0
08/27/2025:08/27/2025, 서울데이터랩 부국증권 15.08% 급등 금일 증시 상승률 1위로 마감 28일 오후 15시 35분 부국증권 001270  001270 이 등락률 +15.08%로 상승률 1위로 마감했다. 부국증권은 장 중 671739주가 거래되었으며 주가는 전 거래일 대비 8400원...,1
2/30/2024:01/01/2025,"전 세계 꼴찌 코스닥서도 6배 뛴 종목 있다 코스닥지수는 2024년 866.08로 시작, 678.19로 장을 마쳤다. 코스닥지수의 연간 하락률은 21.7%로 전 세계 주요 주가지수 가운데 최하위를 기록했다.",0
2/23/2025:12/23/2025,"비츠로넥스텍, 24일 오전 장중 14,660원 기록 11.06% 급등  이코노뉴스 어 만 기자  비츠로넥스텍이 급등 중이다.비츠로넥스텍은 24일 코스닥 시장에서 낮 12시59분 현재 전 거래일보다 22.42% 2960원  상승한...7시간 전",1
2/08/2025:12/08/2025," 속보  한스바이오메드, 인공유방 손배 집단소송 1심 패소 한스바이오메드28200원,  50원, 0.18%의 1분기 10/1 12/30  연결기준 영업이익은 7억7902만원으로 흑자전환했다.14일 전자공시에 따르면 한스바이오메드의 1분기...2일 전",1
4/06/2024:4/07/2024,한국어보다 베트남어 많이 들리는  이 동네  보험설계사도 가입자도 외국인 경기도 하남시에 위치한 한화생명금융서비스 강일지점. 이곳에선 한국어만큼이나 베트남어가 많이 들린다. 고객과 소통하는 설계사들도  베트남어로 대화하는 경우가...,0
2/08/2025:12/08/2025,"한스바이오메드, 인체조직 유래 콜라겐 필러  슈어젠  출시  뉴스봇  한스바이오메드 042520 가 VI가 발동했다. 전일 대비 13.18% 상승한 29,200원에 거래되고 있다. 한스바이오메드의 최근 1주일간 외국인 기관...14시간 전",1
08/10/2025:08/10/2025, 코스닥 마감 시황  이렘 삼천당제약 상한가 23일 코스닥 시장은 상한가 종목을 중심으로 일부 업종에 집중된 매수세가 뚜렷이 나타나며 지수 상승폭은 제한적이었지만 종목별로는 강한 흐름이 이어졌다.,1
2/10/2025:12/10/2025, 아기상어 또 세계 씹어먹었다!  넷플릭스 22개국 TOP10 올킬 더핑크퐁컴퍼니의 핑크퐁과 아기상어 IP 지식재산권  기반 콘텐츠 3편이 전 세계 22개국 넷플릭스  오늘의 톱10 Top 10  에 동시 진입했다.1일 전,0
09/28/2025:09/29/2025,"파이오링크, +16.28% VI 발동 - 조선비즈 파이오링크, +16.28% VI 발동 뉴스봇 파이오링크170790가 VI가 발동했다. 전일 대비 16.28% 상승한 10000원에 거래되고 있다. 파이오링크 연관 테마 파이오링크 최신...",1
2/14/2025:12/14/2025, 따따블  노리고 1억 넣었더니 4000만원 됐다 개미들  패닉   분석+  증권   News봇 뉴스  오후 2시 3분 현재 삼성스팩12호 0096B0 가 -29.88% 내린 2100원  -895 으로 장중 하한가에 진입했다. 거래대금은 93억3824만...9시간 전,0
6/30/2024:7/01/2024,"휴림네트웍스, 10억원 3자배정 유상증자 결정  서울 연합뉴스  코스닥 상장사 휴림네트웍스 192410 는 운영자금 등 약 10억원을 조달하고자 제3자배정 유상증자를 결정했다고 1일  공시했다...",1
2/23/2025:12/23/2025," 국장은 답이 없다  곱버스 탄 불개미, 투자 성적은? 코스피가 28일 장 초반 4000선 아래로 밀려난 가운데 개별 종목은 소형주와 인버스 계열 상품의 강한 흐름이 두드러졌다.오전 9시 3분 기준 코스피는...1개월 전",0
0/27/2025:10/27/2025,"플리토, 3분기 영업이익 28억원  역대 최대   서울 뉴시스 오동현 기자   인공지능 AI  데이터 및 솔루션 전문 기업 플리토가 창사 이래 첫 분기 매출 100억원 돌파와 역대 최대 영업이익을 달성했다.",1
07/25/2025:07/27/2025,"코미코, +9.92% 상승폭 확대 - 조선비즈 코미코, +9.92% 상승폭 확대 피에스케이홀딩스031980, 유니셈036200, 에프에스티036810, 주성엔지니어링036930, 에스티아이039440, 제우스079370, 엘오티베큠083310,...",1
3/21/2025:3/23/2025,"나인테크, +11.13% VI 발동 - 조선비즈 나인테크, +11.13% VI 발동 나인테크267320가 VI가 발동했다. 전일 대비 11.13% 상승한 4145원에 거래되고 있다. 나인테크 연관 테마아바코083930,...",0
/12/2025:11/12/2025,"이루온, 일신EDI, 한수원과 세계 최초 원전용 무선통신 공동 개발 참여 부각  강세  이루온, +13.65% VI 발동 뉴스봇 이루온065440이 VI가 발동했다. 전일 대비 13.65% 상승한 2140원에 거래되고 있다. 이루온 연관 테마 5G 6G 대한...2일 전",0
5/11/2024:5/12/2024,미국 품귀현상 심상치 않더니 삼양  라면역사  새로 썼다 10일 시가총액  황제  농심 제쳐 95년 이후 30년 만에 첫 역전 해외서 선풍적 인기 강세지속 전망. 삼양식품이  불닭볶음면   인기에 힘입어 농심을 시가총액 부문에서...,1
0/12/2025:11/10/2025,국민대 한양대 공동연구 ... 경구용 나노의약품으로 IBD 표적치료 가능성 제시 JP모건  2026년까지 월 14만장 수준 수요 16만장 못 맞춘다  엔비디아 등 긴급 주문 웨이퍼 가격 50 100% 프리미엄. N3 신규 팹 건설 계획 없어 2일 전,1
/17/2025:11/17/2025,"빛샘전자, 종속사 일진전자산업 흡수합병 결정 경영 효율성 강화 빛샘전자, +8.47% VI 발동 뉴스봇 빛샘전자072950가 VI가 발동했다. 전일 대비 8.47% 상승한 6400원에 거래되고 있다. 빛샘전자 연관 테마 5G 6G 대한...6시간 전",1
월봉,"코스닥 상승 마감, 844.72P  0.56%   유통, 섬유 의류 등 상승 주도 - MK스포츠 코스닥 상승 마감, 844.72P  0.56%   유통, 섬유 의류 등 상승 주도 - MK스포츠, 작성자-아이넷 AI 로봇,  요약-03일 코스닥지수는 전 거래일 대비 +4.74...",1
/04/2025:11/04/2025,"상승률 상위 50선 - 코스닥 - 조선비즈 순위, 종목명, 등락률, 연관 섹터. 1, 이화전기, +35.59%, *관리종목. 2, 유투바이오 221800 , +29.99%,  전염병 - 진단 . 3, 에이비프로바이오 195990 , +29.95%.",1
08/01/2025:08/03/2025,"쿠콘, 현대해상  서류 등록 간소화 체계  구축  아이티데일리  쿠콘 대표 김종현 은  위-체크 We-Check   서비스를 통해 현대해상의 외국인 보험가입자를 위한 청약 관련 서류 등록 간소화 체계를 구축했다고 4일...",1
/04/2025:11/04/2025,"마음AI, LIG넥스원과 차세대 AI 국방  독점 협력  피지컬 AI 적용 무인 생태계  선점   프라임경제  LIG넥스원 079550 과 마음AI 377480 가 인공지능 AI  기반 차세대 국방혁신 추진을 위한 전략적 업무협약 MOU 을 체결했다고 5일 밝혔다.",0
6/08/2024:6/09/2024,"에이피알의 퍼퓸 라이프스타일 브랜드  포맨트 , 신규 시그니처 퍼퓸  코튼366  글로벌 뷰티테크 기업 에이피알 대표이사 김병훈 의 퍼퓸 라이프스타일 브랜드 포맨트 FORMENT 가 대표작 시그니처 퍼퓸 라인의 신제품   코튼366 을 출시했다.",1
08/01/2025:08/03/2025,"컴퍼니케이, +22.85% 52주 신고가 - 조선비즈 컴퍼니케이, +22.85% 52주 신고가 큐캐피탈016600, SBI인베스트먼트019550, 플루토스019570, 에스유앤피019590, 에이티넘인베스트021080, 스틱인베스트먼트026890,...",1
09/28/2025:09/29/2025,"케이엔알시스템, 세계 최초  하이브리드 로터리 EHA  개발  프라임경제  로봇 전문기업 케이엔알시스템 199430 이 세계 최초로  로봇용 하이브리드 로터리 액추에이터 이하 하이브리드 로터리 EHA   개발에 성공했다고 29일...",1
8/18/2024:8/19/2024,"인하대, 교원창업기업  넥스트바이오메디컬  코스닥 상장  한국NGO신문 고석태 기자  인하대 이돈행 의학과 교수가 2014년 설립한  넥스트바이오메디컬이 코스닥 상장을 했다고 인하대가 20일  밝혔다. 넥스트바이오메디컬은...",0
/30/2025:11/30/2025," 특징주  IBKS제22호스팩, 삼미금속의   PSM향 가스터빈 블레이드 수주에 상한가 IBKS제22호스팩은 전일 상승 3,970원,  230, +6.15% 한데 이어 이틀 연속 상승세를 이어가고 있다. 지난 1...2주 전",0
09/23/2025:09/23/2025,"티씨케이, +2.24% 52주 신고가 - 조선비즈 티씨케이, +2.24% 52주 신고가 동진쎄미켐005290, 한솔케미칼014680, 원익홀딩스030530, 에프에스티036810, 솔브레인홀딩스036830, 티씨케이064760, 원익QnC074600,...",1
/18/2025:11/18/2025,"동유럽 여행, 1000원에 쏘는 여행사 안마의자 행운까지 전한다 중국의 일본 여행 금지령에 국내 여행주가 상승세다.19일 오전 9시47분 노랑풍선은 전거래일 대비 15.12% 오른 6930원에 거래되고 있다.참좋은여행...7시간 전",1
7/14/2024:7/15/2024," 부고  홍윤기 동국대 철학과 명예교수 씨 부친상 홍태성 전 동해시 중앙초교 교장 6 25 참전유공자 향년 만 96세 씨 별세, 홍윤기 동국대 철학과 명예교수  홍명기 지에이코리아  지사장 전...",1
월봉,"Caged parrot v2  How Modi government has weaponised the CBI to target the 
Opposition The CBI   which reports to the Bharatiya Janata Party-led Union government    has for long been seen by its critics as the Centre s tool to exert  pressure on its...",0
09/03/2025:09/03/2025,"제약바이오주 강세...퓨쳐켐, 알테오젠, 에이비엘바이오 주목 핵심 포인트- 퓨쳐켐   주력 파이프라인인 FC705 전립선암 치료제의 임상 3상 승인 여부가 9월 중 결정될 예정이며, 긍정적인 결과가 기대됨.",1
2/15/2025:12/15/2025,"화장품 관련주,  함박웃음  오가닉티코스메틱 잉글우드랩 아모레퍼시픽...  한숨  헝셩그룹 파미셀 지난 15일 회사가 발표한 자료에 따르면 1분기 별도 기준 매출은 134억 원으로 전년 동기 대비 40.6% 급감했다. 손익은 8억 원의 영업손실을 기록하면서...7개월 전",1
08/10/2025:08/10/2025,탈모 정복 가능할까 국내 바이오 신약 개발 각축전  질주하는 K-신약개발    그래픽 신미영 기자 win8226  국내 제약바이오 기업들이 기존 제품의 한계를 극복한 탈모 치료제 후보물질을 개발하고 있다. 미충족 수요가 큰 이...,0
08/22/2025:08/24/2025," 고래사냥   일승, 엠디바이스, 인텍플러스, iMBC!  오늘 장 궁금종목 분석 싹쓰리 Up Down - 갤럭시 S25 울트라 포함 A 시리즈 글로벌 판매량   - 갤럭시, 국내 시장서 압도적 1위  8월 점유율 82% - 갤럭시, 북미 스마트폰 점유율 30% 돌파 ",0
3/21/2025:3/23/2025,"아센디오, +11.68% 상승폭 확대 - 조선비즈 아센디오, +11.68% 상승폭 확대 아센디오012170가 상승폭을 확대하고 있다. 전일 대비 11.68% 상승한 3585원에 거래되고 있다. 아센디오 연관 테마고려제강002240,...",1
2/30/2024:01/01/2025," 작년 신약 개발이 0건이었어?  K제약사들, 올해는 절치부심했다는데 신약 허가건수 작년  0 에서 올해는 2건으로 다시 늘어 대형 제약사는 2년째 전무 내년 LG화학 SK바이오팜 기대.",1
09/07/2025:09/07/2025," 투자 핫플레이스  삼성디스플레이 1차 협력사로 UTG 공급  도우인시스  진행   최희정 / 앵커출연   김성준 어드바이저 / 주식명가 MTN W 김성준의 핫플레이스1  라온텍, 메타 XR기기 출시 기대감김성준의 핫플레이스2  도우인시스,...",1
09/12/2025:11/09/2025,"SBI인베스트, 이노테크 상장  함박웃음   서울 연합뉴스  고은지 기자   정밀 산업장비 업체인 이노테크 469610 가 코스닥 상장 첫날인 7일  따따블  공모가 대비 4배 를 기록했...1주 전",1
09/28/2025:09/29/2025,엘앤씨바이오 주가 새주장 도약세 5% 껑충  CBC뉴스  엘앤씨바이오 290650  주가가 새주장에서 도약세를 보이고 있다.엘앤씨바이오는 29일 오전 9시 5분 현재 52800원에 거래되고 있다.,1
/10/2025:11/10/2025," AI신약개발  파로스아이바이오, PHI-101 기술이전 본격 추진 인공지능 AI  기반 혁신 신약 개발 전문기업 파로스아이바이오 388870 는 세계보건기구 WHO 가 차세대 급성 골수성 백혈병 AML  치료제  PHI-101 의...3일 전",1
09/13/2025:09/14/2025," N2 증시 풍향계  코오롱모빌리티그룹 농심홀딩스 나노실리칸첨단소재 강세 로봇 관련주 대거  불기둥   뉴스투데이 염보라 기자    코오롱모빌리티그룹, 3거래일 연속 상한가 코오롱으로의 완전 자회사 편입을 앞둔 코오롱모빌리티그룹 450140 이 3거래일 연속 상한가를...",0
08/22/2025:08/24/2025,"SM C C, +2.14% 상승폭 확대 - 조선비즈 SM C C, +2.14% 상승폭 확대 바른손018700, SBS034120, 바른손이앤에이035620, CJ ENM035760, 콘텐트리중앙036420, 삼화네트웍스046390, 초록뱀미디어047820, SM C C,...",1
6/30/2024:7/01/2024,"상승률 상위 50선 - 코스피 - 조선비즈 상승률 상위 50선 - 코스피 오전 09시 05분 현재 코스피 시장에서 주가 상승률이 높은 종목은 신세계건설034300,  한국화장품제조003350, STX그린로지스465770,...",0
/04/2025:11/04/2025,"엘엠에스, -6.49% VI 발동 - 조선비즈 엘엠에스, -6.49% VI 발동 삼화콘덴서001820, DH오토웨어025440, 한국단자025540, NAVER035420, 카카오035720, 파인디지털038950, 인포뱅크039290, 캠시스050110,...",0
월봉,24살에 이혼만 3번   19세 남친 과 또 재혼한 인플루언서 한안란 충격 근황 24살 나이로 3번이나 이혼 소식을 전했던 유명 인플루언서가 네 번째 결혼 소식에 이어 임신 소식까지 전했다.지난달 31일 한안란은  자신의 웨이보를 통해  2023년...,0
09/01/2025:09/01/2025,"현대무벡스, +22.23% 52주 신고가 - 조선비즈 현대무벡스, +22.23% 52주 신고가 삼익THK004380, 에스엠코어007820, 신성이엔지011930, 포스코DX022100, TPC048770, 에스피지058610, 넥스턴바이오089140,...",1
09/28/2025:09/29/2025, 두나무 주요 주주  한화투자증권   우리기술투자 14%  특징주  두나무 주요 주주인 우리기술투자 041190 와 한화투자증권 003530 이 장 초반 강세다. 네이버와 두나무의 합병 소식에 매수세가 몰린 것으로 해석된다.29일 엠피닥터에...,1
미상,테마별 주식 2차전지소재/부품 부문 1위 OO 50대에서 선호도 높아 한눈에 보는 오늘  홈 - 뉴스  스타데일리뉴스서태양 기자 최근 랭키파이가 분석한 트렌드지수 순위가 각종 매체에 소개되고 있다,0
/17/2025:11/17/2025,"삼양컴텍, 0.00% VI 발동 - 조선비즈 K-방산 방탄 솔루션 기업 삼양컴텍 484590 은 폴란드 2차 수출용 K2 전차의 방호력 성능개선을 위한  수출형 K2전차 방호력 성능개선  개발 계약을...8시간 전",0
0/29/2025:10/29/2025,"금강공업, +3.25% 상승폭 확대 - 조선비즈 금강공업, +3.25% 상승폭 확대 금강공업014280, 삼목에스폼018310, 제일테크노스038010, 다스코058730, 윈하이텍192390, 덕신이피씨090410, 에스와이109610,...",0
09/29/2025:09/29/2025,"플레이위드 넥써쓰  로한2 글로벌 , 정식 서비스 돌입 한눈에 보는 오늘   경제 - 뉴스   플레이위드코리아 대표 김학준 와 넥써쓰 대표 장현국 는 공동 퍼블리싱하는 글로벌 MMORPG  로한2 글로벌 의 정식 서비스를 시작...",1
/30/2025:11/30/2025," 급등락주 짚어보기  코오롱모빌리티그룹, 코오롱 완전 자회사 편입 앞두고     25일 오후 15시 35분 코오롱모빌리티그룹우 45014K 가 등락률 +30.00%로 상승률 1위로 마감했다. 코오롱모빌리티그룹우는 장 중 68660주가 거래...6일 전",0
08/27/2025:08/27/2025,"하나마이크론, 실적 성장과 불확실성 해소  투자 매력  상승 하나마이크론 주가가 강세를 보이고 있다.27일 한국거래소에 따르면 이날 5.45% 올라 1만 2770원에 거래를 마감했다.주가는 계단식 상승랠리를 하고 있다.",1
0/26/2025:10/26/2025," 신간안내   우리 삶에 쓱 들어온 물류  출간,  클릭 한 번 뒤에 거대한 시스템이 있다   아웃소싱타임스 김민수 기자  삼영물류 이상근 사장이 물류의 날 11월 1일 을 맞아 다섯 번째 신간  우리 삶에 쓱 들어온 물류   클릭 한 번, 그 뒤엔 물류.",1
2/17/2025:12/17/2025,"제이투케이바이오 주가, 급등중... 이유는? 제이투케이바이오, +7.29% 상승폭 확대 뉴스봇 제이투케이바이오420570가 상승폭을 확대하고 있다. 전일 대비 7.29% 상승한 8680원에 거래되고 있다.1일 전",0
2/15/2025:12/15/2025,천연가스 ETN 뜨자 개인은 인버스 쓸어 담아 손실 우려 확대  서울 연합뉴스  이민영 기자   훌쩍 다가온 겨울에 천연가스 가격이 치솟으면서 천연가스 가격 상승에 베팅하는 상장지수증권 ETN  수익률이 고...1개월 전,0
2/30/2024:01/01/2025, 푸른 뱀의 해  활짝 을사년 휘감을  제약바이오 뱀띠 CEO  1941년생 삼진제약 공동 창업주 최승주 조의환  최고령  전문경영인엔 셀트 김형기 에스티팜 성무제 대웅 이창재  경영권 분쟁  한미  차남 임종훈 대표도 1977년생...,0
01/15/2026:01/15/2026,"S2W, 엑사빔과 전략적 파트너십 체결 한눈에 보는 오늘   IT/과학 - 뉴스   에스투더블유빅데이터 분석 인공지능 AI  기업 에스투더블유 이하 S2W 가 한국인공지능산업협회 AIIA 가 주관...18시간 전",0
09/24/2025:09/24/2025,"상한가 찍는 K-바이오, 3분기  9 8 13건  기록  성과 중심 투심 집중   더바이오 유수인 기자  국내 바이오헬스 기업들이 상한가 행진을 이어가고 있다. 대부분 글로벌 기술이전, 제품 상용화 등  성과 를 낸 기업 중심으로 투심이 집중...",0
09/20/2025:09/21/2025,"동구바이오제약, +10.14% VI 발동 - 조선비즈 동구바이오제약, +10.14% VI 발동 진원생명과학011000, 신풍제약019170, 서린바이오038070, 현대바이오048410, 셀루메드049180, 메디콕스054180, 씨티씨바이오060590,...",1
09/29/2025:09/29/2025," KRX금현물 마감  3%대 급등  GOLD 랠리 ...1g당 18만5000원선 돌파 국내 금 현물 가격이 폭등하며 사상 최고치를 또 경신했다.29일 한국거래소 KRX  금시장에 따르면, KRX금 현물은 전 거래일보다 3.11% 5590원  급등한 1g당 18만5390원...",1
2/30/2024:01/01/2025," 포토 박지훈, ,상대 수비 속이는 더블클러치 2024-2025 KCC 프로농구 안양정관장과 고양소노의 경기가 1일 오후 경기도 안양시 안양정관장아레나에서 열렸다. 박지훈이 더블클러치로 상대 수비를 속.",0
/03/2025:11/03/2025,"HD현대마린엔진, 엔진 부품 실적 상승세 지속 목표주가   프라임경제  하나증권은 4일 HD현대마린엔진 071970 에 대해 엔진과 부품 성장세에 힘입어 실적 상승이 이어질 것이라며 목표주가를 기존 7만7000원에서 12만원으로...",0
/16/2025:11/16/2025,"라온피플 자회사 티디지, 부총리겸 과학기술정보통신부장관 표창 수상 AI 클라우드 전문기업 티디지가 디지털혁신 및 ICT 발전에 기여한 공로로 부총리겸 과학기술정보통신부장관 표창 이하 장관 표창 을 수상했다.9시간 전",0
08/13/2025:08/13/2025,"거래량 증가 상위 20선 - 코스닥 - 조선비즈  뉴스봇  오늘 코스닥 시장에서 거래량이 급증한 종목은 탑코미디어 134580 , 하이제8호스팩 450050 , 신한제12호스팩 474660 , 모비데이즈 363260 , 대신밸런스제17호...",1
09/24/2025:09/24/2025,"NHN KCP, +29.98% 상한가 - 조선비즈 NHN KCP, +29.98% 상한가 한국정보통신025770, KG이니시스035600, 나이스정보통신036800, 인포뱅크039290, 한국전자인증041460, KG모빌리언스046440, 코나아이052400,...",1
6/30/2024:7/01/2024,FDA 접촉 시작한 HLB   신약허가 재도전 시동 거나 한차례 미국 식품의약국 FDA  신약 허가 도전이 불발된 HLB가 허가 재심사를 위해 본격적인 움직임에 돌입했다.일각에서는 신약후보물질  효능에 대한 이견은 적지만...,1
7/14/2024:7/15/2024,"지니틱스, 0.00% VI 발동 - 조선비즈 지니틱스, 0.00% VI 발동 지니틱스303030가 VI가 발동했다. 현재 1885원에 거래되고 있다. 지니틱스 연관  테마DB하이텍000990, 디아이003160, 시그네틱스033170,...",0
01/15/2026:01/15/2026,"캐리 스트롬 대표 영입 휴젤,  미국 시장  정조준 2028년 매출 9000억 제시 휴젤이 JP모건 헬스케어 콘퍼런스에서 전체 매출의 30%를 미국에서 내겠다는 포부를 밝혔다. 휴젤은 미국 샌프란시스코에서 열린  JP모건 헬스케어...3시간 전",0
08/07/2025:08/07/2025,"외국계 순매수 금액 상위 20선 - 코스닥 - 조선비즈  뉴스봇  오후 03시 03분 현재 코스닥 시장에서 외국계가 많이 사들이는 종목은 원익IPS 240810 , 레인보우로보틱스 277810 , 큐리옥스바이오시스템즈 445680 ,...",1
/30/2025:11/30/2025," 생생한 주식쇼 생쇼  에이디테크놀로지  200710  요약 현대경제신문 홍미경 기자   시스템반도체 관련주들이 전 거래일 대비 2.84% 상승으로 장을 마감했다.28일 한국거래소에 따르면 고영, 에이디...1일 전",1
6/30/2024:7/01/2024,"한울소재과학, +1.56% VI 발동 - 조선비즈 한울소재과학, +1.56% VI 발동 한울소재과학091440이 VI가 발동했다. 전일 대비 1.56% 상승한 10430원에 거래되고  있다. 한울소재과학 연관 테마에스원012750,...",1
09/20/2025:09/21/2025,"율호, -8.05% VI 발동 - 조선비즈 율호, -8.05% VI 발동 LX인터내셔널001120, 현대비앤지스틸004560, 대양금속009190, STX011810, 제이스코홀딩스023440, 한국선재025550, 황금에스티032560,...",0
08/16/2025:08/17/2025,"오전 10 00 현재 코스닥은 41 59으로 매수우위, 매수강세 업종은 오락 문화업 1.52%   18일 오전 10시 0분 현재 코스닥은 전일 대비 10.94p -1.34%  하락한 804.32로, 41 매도  59 매수 의 매수우위를 기록 중이다.   매수비율 %  매수잔량/잔량합계*100,...",0
월봉,주목받는 배터리 소재...기업 실적도  껑충  탄소중립과 에너지전환의 핵심인 배터리 소재 발전에 따라 소재 기업의 강세도 이어지고 있다.국내 배터리 소재 대표 기업들의 올해 성과는  말 그대로  대박 이 났다.,1
미상,에어인천 아시아나 화물사업부 가져간다 - 조선비즈 국내 유일 화물 전용 항공사인 에어인천이 아시아나항공020560 화물사업부의 우선협상 대상자로 선정됐다 14일 항공업계 등에  따르면 대한항공003490과 매각,1
6/08/2024:6/09/2024,"다음 주 한중엔시에스, 공모 청약...시프트업 수요 예측 계속  아시아타임즈 김지호 기자  다음 주 10 14일 에는  전력 수요 관리  분야의 1위 기업인 그리드위즈가 코스닥 시장에 상장한다.  8일 연합뉴스에 따르면 그리드위즈는...",1
3/21/2025:3/23/2025," 주식마감기사  테슬라 건식 전극 배터리 개발 소식에 앤디포스 상한가... 듀오백, 디에이치엑스컴퍼니, KD 등 급등 21일 앤디포스, 듀오백, 디에이치엑스컴퍼니, KD가 상한가에 이름을 올리고 장을 마감한 가운데 투자자들의 관심이 뜨겁다.이날 코스피 시장에선 상한가에 이름을 올린...",0
09/23/2025:09/23/2025,"오후 12 00 현재 코스닥은 34 66으로 매수우위, 매수강세 업종은 비금속업 0.95%   24일 오후 12시 0분 현재 코스닥은 전일 대비 18.69p -2.14%  하락한 853.52로, 34 매도  66 매수 의 매수우위를 기록 중이다.   매수비율 %  매수잔량/잔량합계*100,...",1
미상,특징주 대양제지 자진상폐 앞두고 급락 대양제지가 2년 연속 주식분산 요건을 채우지 못해 자진상장폐지에 들어가면서 주가도 급락하고 있다 13일 오전 9시 35분 대양제지는  전날보다,0
09/07/2025:09/07/2025,"화승알앤에이, +9.17% VI 발동 - 조선비즈 화승알앤에이, +9.17% VI 발동 화승알앤에이의 최근 1주일간 외국인 기관 매매내역을 살펴보면 외국인은 25982주를 순매도했으며, 기관은 150주를 순매도 했다.",1
7/01/2024:7/02/2024,"거래량 증가 상위 20선 - 코스닥 - 조선비즈 거래량 증가 상위 20선 - 코스닥 오전 09시 50분 현재 코스닥 시장에서 거래량이 급증한 종목은 비엔케이제1호스팩445360,  해성옵틱스076610, 양지사030960,...",1
07/11/2025:07/13/2025, 게임스톡  컴투스홀딩스 4거래일만에 하락 4.27%   이상민  컴투스홀딩스 주가가 최근 4거래일 만에 하락세를 보였다. 14일 컴투스홀딩스 주가는 전거래일 대비 4.27% 1350원  하락한 3만 250원에 장을 마감했다.,0
/03/2025:11/03/2025,"캔버스엔, +1.94% 상승폭 확대 - 조선비즈 캔버스엔, +1.94% 상승폭 확대 바른손018700, SBS034120, 바른손이앤에이035620, CJ ENM035760, 콘텐트리중앙036420, 삼화네트웍스046390, 초록뱀미디어047820,...",1
/20/2025:11/20/2025, 시장 공포 로 돈 벌자 VIX 관련 상품 상한가  투자360  증권사들이 변동성지수 VIX 를 추종하는 상장지수증권 ETN  상품을 잇따라 상장하고 있다. 도널드 트럼프 미국 대통령의 상호관세 부과에 따른 미국...8개월 전,1
08/01/2025:08/03/2025,"와이지엔터, 블랙핑크  핑크 베놈  뮤직비디오 10억 조회 수에 6%대  특징주  걸그룹 블랙핑크의 정규 2집 선공개곡  핑크 베놈  Pink Venom  뮤직비디오가 유튜브에서 10억 조회 수를 돌파했다는 소식에 와이지엔터테인먼트의 주가가 강세를...",1
09/30/2025:09/30/2025," 제이엔케이글로벌  52주 신고가 경신, Fired Heaters 공급 4,066.1억원  매출액대비 293.29 %  한눈에 보는 오늘   경제 - 뉴스     최근 발표한 수주공시- Fired Heaters 공급 4066.1억원  매출액대비 293.29 % 제이엔케이글로벌 126880 은 Fired Heaters 공급에...",1
/18/2025:11/18/2025,"킵스파마, 국내 유일  영장류 비만경구제  임상중... 빅파마들 관심집중 6월 공개  바이오 제약사로 업종 전환을 마친 킵스바이오파마 이하 킵스파마 가 올해 3분기 누적 매출액 1250억원 연결 기준 을 달성했다.2일 전",0
7/21/2024:7/22/2024,"제이엘케이, 뇌졸중 백질변성 정량분석 AI 연구 국제 저널에 게재 의료 AI 1호 상장기업 제이엘케이 322510, 대표 김동민 는 자사가 개발한 대뇌 백질변성 분석 인공지능 솔루션 JLK-WMH 은  급성 뇌졸중 환자들을 대상으로 한 정량적...",0
08/10/2025:08/10/2025,"특검, 김건희  반클리프 아펠  목걸이 구매 의혹 서희건설 압수수색 김건희 여사 관련 의혹을 수사하는 민중기 특별검사팀이 11일 서희건설 압수수색에 나섰다. 서희건설은 김 여사가 국외 순방 때 착용했던  반클리프 아펠  목걸이를...",0
월봉,"천일고속, 상한가로 치솟아 천일고속이 장중 상한가로 치솟았다.천일고속은 31일 코스피 시장에서 오후 2시35분 현재 전 거래일보다 29.85% 1만4000원   상승한 6만900원에 거래되고 있다.",0
/26/2025:11/26/2025,"장현국 넥써쓰 대표 2심도 무죄   사법 리스크 해소, 웹3 사업 추진 속도 낼 것  27일 항소심에서도 무죄를 선고받은 장현국 넥써쓰 대표가  합리적인 판단을 내려 주신 재판부에 감사드린다 며  앞으로 해야 할 일들에 대한 장애...4시간 전",0
09/23/2025:09/23/2025,"스투데니차의 일리르 페라티와 사디카즈 가족  마을의 요구가 드러났습니다. LDK의 또 다른 선거에 출마한 이스토그 시장 일리르 페라티는 시민들과 계속 만남을 갖고 있습니다. 그는 사디카즈 가족이 있는 스투데니차 마을에 있었는데,...",0
2/23/2025:12/23/2025,"코스닥 장초반 하락 출발, 크레오에스지 큐로홀딩스 주가  강세  크레오에스지의 주가가 상한가를 기록 중이다.18일 오전 10시 4분 기준 크레오에스지는 전 거래일 대비 29.86% 166원  오른 722원에 거래되고 있다.이날 크레오에스지...6일 전",1
